Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
2014921400646,2,2,2,2,56,9,3,0,0,1,0,0,9,1
2014921400647,1,1,1,1,64,9,2,0,0,0,0,0,5,3
2014921400648,1,1,1,1,37,7,3,0,0,0,0,0,90,2
2014921400650,1,1,1,1,8,2,2,0,0,0,0,0,1,-1
2014921400651,1,1,1,2,28,6,3,0,0,0,0,0,9,3
2014921400653,2,1,1,1,19,4,2,0,0,0,0,0,4,3
2014921400657,1,1,1,1,41,7,3,0,0,0,0,0,5,3
2014921400659,1,1,1,2,19,4,3,0,0,0,0,0,9,-1
2014921400659,2,2,1,2,30,6,3,0,0,0,0,0,9,1
2014921400663,1,1,1,1,53,8,2,0,0,0,0,0,9,3
2014921400663,2,2,2,2,50,8,2,0,0,1,0,0,21,3
2014921400664,2,1,1,1,48,8,2,0,0,0,0,0,5,-1
2014921400665,1,1,2,2,77,11,3,0,0,1,0,0,9,1
2014921400669,1,1,1,1,33,6,3,0,0,0,0,0,9,3
2014921400670,1,1,1,1,25,5,2,0,0,0,0,0,2,1
2014921400671,2,1,1,1,26,6,2,0,0,0,0,0,5,3
2014921400673,1,1,1,2,49,8,3,0,0,0,0,0,5,3
2014921400674,1,1,2,1,2,1,3,0,0,2,0,0,9,3
2014921400675,1,1,1,1,83,11,3,0,0,0,0,0,9,3
2014921400677,2,1,1,1,48,8,3,0,0,0,0,0,1,1
2014921400680,2,1,3,1,35,6,3,9,5,0,0,0,0,1
2014921400681,1,1,2,2,16,4,3,0,0,2,0,0,9,-1
2014921400682,1,1,1,1,24,5,3,0,0,0,0,0,9,3
2014921400683,1,1,1,1,33,6,2,0,0,0,0,0,5,1
2014921400686,1,1,1,1,22,5,3,0,0,0,0,0,21,3
2014921400690,1,1,1,1,19,4,2,0,0,0,0,0,90,-1
2014921400690,1,2,2,1,19,4,3,0,0,0,0,0,90,1
2014921400691,2,1,1,2,35,6,2,0,0,0,0,0,9,3
2014921400693,1,1,1,2,24,5,3,0,0,0,0,0,9,3
2014921400693,2,2,1,2,70,10,3,0,0,0,0,0,19,3
2014921400695,1,1,3,2,49,8,3,6,9,0,0,0,0,3
2014921400695,1,2,3,2,53,8,3,6,9,0,0,0,0,3
2014921400696,1,1,3,1,56,9,2,2,1,0,0,0,0,1
2014921400699,2,1,1,1,42,7,3,0,0,0,0,0,1,1
2014921400700,1,1,1,1,65,9,3,0,0,0,0,0,9,1
2014921400700,2,2,1,2,45,7,3,0,0,0,0,0,9,3
2014921400703,1,1,1,1,20,4,3,0,0,0,0,0,9,1
2014921400704,1,1,1,1,30,6,1,0,0,0,0,0,9,2
2014921400705,1,1,1,1,40,7,2,0,0,0,0,0,1,-1
2014921400705,2,2,1,1,37,7,3,0,0,0,0,0,1,-1
2014921400705,3,3,1,1,40,7,3,0,0,0,0,0,1,1
2014921400707,1,1,1,1,56,9,2,0,0,0,0,0,19,2
2014921400708,1,1,3,1,6,2,2,5,1,0,0,0,0,1
2014921400710,1,1,1,1,25,5,3,0,0,0,0,0,9,-1
2014921400713,1,1,3,2,42,7,2,6,9,0,0,0,0,2
2014921400713,1,2,3,1,48,8,3,6,9,0,0,0,0,1
2014921400715,1,1,1,1,51,8,2,0,0,0,0,0,5,-1
2014921400718,1,1,1,1,19,4,3,0,0,0,0,0,9,1
2014921400718,2,2,1,1,54,8,3,0,0,0,0,0,9,2
2014921400720,2,1,1,1,42,7,3,0,0,0,0,0,9,1
2014921400721,1,1,2,2,24,5,3,0,0,1,0,0,9,3
2014921400723,1,1,3,1,14,3,3,5,3,0,0,0,0,-1
2014921400724,2,1,1,1,55,8,3,0,0,0,0,0,1,1
2014921400726,1,1,1,1,49,8,2,0,0,0,0,0,5,3
2014921400727,2,1,1,1,50,8,3,0,0,0,0,0,97,-1
2014921400727,2,2,2,2,49,8,3,0,0,0,0,0,97,-1
2014921400735,1,1,1,2,59,9,2,0,0,0,0,0,9,2
2014921400736,1,1,1,1,42,7,2,0,0,0,0,0,5,3
2014921400737,1,1,1,2,39,7,3,0,0,0,0,0,9,1
2014921400738,1,1,1,1,39,7,2,0,0,0,0,0,9,3
2014921400739,1,1,3,1,31,6,2,5,2,0,0,0,0,3
2014921400741,1,1,1,1,74,10,2,0,0,0,0,0,9,3
2014921400741,1,2,2,2,60,9,2,0,0,1,0,0,9,3
2014921400741,1,3,2,2,80,11,1,0,0,2,0,0,9,-1
2014921400741,1,4,2,2,88,11,1,0,0,2,0,0,9,1
2014921400742,1,1,1,1,18,4,3,0,0,0,0,0,3,1
2014921400743,2,1,1,1,21,5,3,0,0,0,0,0,1,1
2014921400745,1,1,1,2,36,7,3,0,0,0,0,0,9,3
2014921400746,2,1,1,2,26,6,3,0,0,0,0,0,9,1
2014921400749,1,1,2,2,15,3,3,0,0,1,0,0,9,3
2014921400750,1,1,1,1,31,6,3,0,0,0,0,0,3,2
2014921400751,2,1,1,1,49,8,2,0,0,0,0,0,1,1
2014921400757,1,1,1,1,22,5,3,0,0,0,0,0,9,3
2014921400758,1,1,3,2,11,3,3,5,1,0,0,0,0,3
2014921400759,1,1,1,1,17,4,2,0,0,0,0,0,9,3
2014921400759,1,2,2,2,21,5,2,0,0,1,0,0,9,3
2014921400759,1,3,2,2,18,4,2,0,0,2,0,0,9,3
2014921400760,1,1,1,2,54,8,3,0,0,0,0,0,9,2
2014921400761,1,1,1,2,21,5,3,0,0,0,0,0,9,1
2014921400761,1,3,2,1,17,4,3,0,0,1,0,0,9,3
2014921400761,2,2,1,1,63,9,3,0,0,0,0,0,9,1
2014921400762,1,1,1,1,50,8,2,0,0,0,0,0,5,3
2014921400763,1,1,1,1,20,4,3,0,0,0,0,0,9,3
2014921400763,2,2,1,1,40,7,2,0,0,0,0,0,19,3
2014921400764,1,1,2,1,20,4,3,0,0,1,0,0,9,1
2014921400767,2,1,2,2,17,4,3,0,0,2,0,0,8,3
2014921400769,1,1,1,1,66,10,1,0,0,0,0,0,9,3
2014921400769,2,2,1,1,48,8,2,0,0,0,0,0,9,1
2014921400775,1,1,1,1,35,6,1,0,0,0,0,0,5,3
2014921400776,1,1,1,2,70,10,2,0,0,0,0,0,9,2
2014921400776,1,3,2,1,75,10,2,0,0,1,0,0,9,1
2014921400776,2,2,1,1,27,6,3,0,0,0,0,0,9,2
2014921400777,1,1,1,2,32,6,2,0,0,0,0,0,9,3
2014921400783,1,1,1,1,62,9,2,0,0,0,0,0,19,2
2014921400783,2,2,2,1,24,5,3,0,0,0,0,0,19,1
2014921400786,2,1,1,2,24,5,3,0,0,0,0,0,9,3
2014921400786,2,2,2,1,31,6,3,0,0,1,0,0,9,3
2014921400788,2,1,1,2,33,6,3,0,0,0,0,0,9,2
2014921400791,2,1,1,2,28,6,3,0,0,0,0,0,1,-1
2014921400792,1,1,3,1,28,6,2,8,5,0,0,0,0,1
2014921400793,1,1,1,2,47,8,3,0,0,0,0,0,9,2
2014921400794,1,1,1,1,24,5,3,0,0,0,0,0,9,3
2014921400794,1,2,2,1,25,5,2,0,0,2,0,0,9,1
2014921400795,1,1,1,1,61,9,3,0,0,0,0,0,9,3
2014921400796,1,1,2,1,38,7,3,0,0,2,0,0,8,3
2014921400798,1,1,1,2,40,7,2,0,0,0,0,0,9,2
2014921400799,1,1,1,1,27,6,3,0,0,0,0,0,4,1
2014921400800,1,1,1,1,35,6,3,0,0,0,0,0,9,1
2014921400804,2,1,1,1,36,7,2,0,0,0,0,0,9,3
2014921400806,2,1,1,1,60,9,3,0,0,0,0,0,5,3
2014921400807,1,1,1,1,32,6,3,0,0,0,0,0,9,1
2014921400809,1,1,2,2,69,10,2,0,0,1,0,0,9,1
2014921400811,2,1,1,2,78,11,3,0,0,0,0,0,9,1
2014921400812,2,1,1,1,37,7,2,0,0,0,0,0,5,1
2014921400813,1,1,1,1,22,5,3,0,0,0,0,0,9,3
2014921400816,1,1,1,1,35,6,2,0,0,0,0,0,4,-1
2014921400820,2,1,1,1,20,4,3,0,0,0,0,0,9,3
2014921400821,2,1,1,1,22,5,3,0,0,0,0,0,1,1
2014921400823,2,1,1,2,33,6,3,0,0,0,0,0,9,3
2014921400824,2,1,1,2,45,7,2,0,0,0,0,0,1,-1
2014921400825,1,1,3,1,27,6,3,9,5,0,0,0,0,3
2014921400827,1,1,1,1,36,7,3,0,0,0,0,0,9,-1
2014921400827,1,2,2,1,31,6,3,0,0,1,0,0,9,1
2014921400828,2,1,1,1,25,5,3,0,0,0,0,0,97,1
2014921400830,1,1,1,2,46,8,3,0,0,0,0,0,9,2
2014921400830,2,2,1,2,22,5,3,0,0,0,0,0,9,3
2014921400833,1,1,1,1,28,6,3,0,0,0,0,0,3,1
2014921400835,1,1,1,2,22,5,2,0,0,0,0,0,9,3
2014921400838,1,1,1,1,23,5,3,0,0,0,0,0,3,2
2014921400839,1,1,1,1,21,5,3,0,0,0,0,0,3,3
2014921400841,1,1,1,1,22,5,2,0,0,0,0,0,5,1
2014921400841,1,2,2,1,17,4,2,0,0,0,0,0,5,1
2014921400842,1,1,3,1,11,3,3,5,9,0,0,0,0,3
2014921400847,1,1,3,1,27,6,3,4,1,0,0,0,0,1
2014921400850,1,1,1,1,40,7,2,0,0,0,0,0,9,3
2014921400850,2,2,1,2,39,7,3,0,0,0,0,0,9,3
2014921400853,1,1,1,1,18,4,2,0,0,0,0,0,9,3
2014921400853,1,2,2,1,18,4,3,0,0,1,0,0,9,3
2014921400854,1,1,1,2,52,8,3,0,0,0,0,0,9,3
2014921400856,1,1,1,2,16,4,3,0,0,0,0,0,2,3
2014921400858,2,1,1,1,28,6,3,0,0,0,0,0,1,-1
2014921400860,2,1,1,1,56,9,3,0,0,0,0,0,9,1
2014921400861,1,1,1,2,70,10,3,0,0,0,0,0,9,1
2014921400861,1,2,2,2,37,7,3,0,0,1,0,0,9,1
2014921400863,1,1,3,2,59,9,3,5,1,0,0,0,0,2
2014921400865,1,1,1,2,35,6,2,0,0,0,0,0,9,1
2014921400865,2,2,1,1,26,6,3,0,0,0,0,0,9,1
2014921400866,3,1,1,1,33,6,2,0,0,0,0,0,19,1
2014921400866,3,2,2,1,19,4,3,0,0,1,0,0,19,3
2014921400867,1,1,1,1,87,11,3,0,0,0,0,0,9,1
2014921400867,1,2,2,1,80,11,3,0,0,1,0,0,9,-1
2014921400867,1,3,2,2,79,11,3,0,0,2,0,0,9,-1
2014921400869,1,1,1,2,20,4,3,0,0,0,0,0,9,3
2014921400871,2,1,1,1,13,3,2,0,0,0,0,0,1,1
2014921400871,2,2,2,1,12,3,3,0,0,0,0,0,1,1
2014921400875,3,1,1,2,49,8,2,0,0,0,0,0,9,3
2014921400876,1,1,1,1,46,8,2,0,0,0,0,0,3,3
2014921400878,1,1,1,1,51,8,3,0,0,0,0,0,5,1
2014921400879,1,1,2,2,37,7,3,0,0,1,0,0,9,1
2014921400880,1,1,1,1,23,5,3,0,0,0,0,0,9,-1
2014921400881,1,1,1,1,42,7,3,0,0,0,0,0,9,3
2014921400881,1,2,2,2,22,5,3,0,0,1,0,0,9,3
2014921400882,1,1,1,1,31,6,3,0,0,0,0,0,3,1
2014921400884,1,1,1,2,25,5,3,0,0,0,0,0,9,3
2014921400887,1,1,3,2,8,2,3,1,4,0,0,0,0,1
2014921400887,1,2,3,2,11,3,3,1,4,0,0,0,0,1
2014921400896,1,1,1,1,40,7,3,0,0,0,0,0,4,3
2014921400897,1,1,1,1,20,4,3,0,0,0,0,0,9,1
2014921400898,1,1,3,2,74,10,2,8,7,0,0,0,0,2
2014921400899,2,1,1,1,22,5,3,0,0,0,0,0,1,3
2014921400901,1,1,1,1,32,6,3,0,0,0,0,0,9,3
2014921400903,2,1,2,2,25,5,3,0,0,1,0,0,9,-1
2014921400904,1,1,2,2,7,2,3,0,0,2,0,0,9,3
2014921400905,1,1,1,2,26,6,3,0,0,0,0,0,9,1
2014921400906,1,1,1,1,35,6,2,0,0,0,0,0,5,1
2014921400908,1,1,1,1,30,6,2,0,0,0,0,0,9,1
2014921400910,2,1,1,2,31,6,3,0,0,0,0,0,9,1
2014921400911,1,1,1,1,34,6,2,0,0,0,0,0,3,1
2014921400915,1,1,2,2,78,11,3,0,0,0,4,0,11,2
2014921400916,1,1,1,1,51,8,2,0,0,0,0,0,5,1
2014921400918,1,1,3,1,94,11,3,5,4,0,0,0,0,1
2014921400924,1,1,1,1,25,5,3,0,0,0,0,0,5,1
2014921400929,1,1,1,1,26,6,2,0,0,0,0,0,5,3
2014921400930,2,1,1,1,10,2,3,0,0,0,0,0,1,1
2014921400934,1,1,3,2,15,3,2,5,2,0,0,0,0,1
2014921400935,1,1,1,1,62,9,3,0,0,0,0,0,9,3
2014921400935,2,2,1,1,77,11,3,0,0,0,0,0,9,1
2014921400936,1,1,1,1,49,8,3,0,0,0,0,0,5,1
2014921400937,2,1,1,2,30,6,3,0,0,0,0,0,9,3
2014921400940,1,1,1,2,24,5,3,0,0,0,0,0,9,3
2014921400943,1,1,1,2,26,6,2,0,0,0,0,0,9,1
2014921400943,1,2,2,2,7,2,2,0,0,2,0,0,9,1
2014921400943,1,5,2,1,2,1,2,0,0,2,0,0,9,1
2014921400943,2,3,1,1,73,10,2,0,0,0,0,0,9,1
2014921400943,2,4,2,2,71,10,2,0,0,1,0,0,9,1
2014921400944,1,1,1,1,65,9,3,0,0,0,0,0,19,1
2014921400944,2,2,1,2,57,9,2,0,0,0,0,0,9,1
2014921400944,2,3,2,2,24,5,2,0,0,1,0,0,9,1
2014921400946,1,1,1,2,36,7,3,0,0,0,0,0,9,3
2014921400948,2,1,3,1,43,7,2,8,9,0,0,0,0,1
2014921400949,1,1,1,2,68,10,3,0,0,0,0,0,9,1
2014921400951,1,1,1,2,55,8,2,0,0,0,0,0,9,1
2014921400952,1,1,1,2,56,9,3,0,0,0,0,0,9,3
2014921400954,1,1,1,1,44,7,3,0,0,0,0,0,9,1
2014921400954,1,2,2,2,15,3,3,0,0,1,0,0,9,1
2014921400956,1,1,1,1,43,7,1,0,0,0,0,0,9,1
2014921400958,1,1,1,1,16,4,2,0,0,0,0,0,2,3
2014921400961,1,1,1,2,25,5,3,0,0,0,0,0,9,1
2014921400961,2,2,1,1,91,11,3,0,0,0,0,0,9,-1
2014921400963,1,1,1,2,35,6,3,0,0,0,0,0,9,1
2014921400964,1,1,3,2,34,6,3,4,3,0,0,0,0,-1
2014921400965,1,1,1,2,49,8,3,0,0,0,0,0,9,1
2014921400967,2,1,1,2,24,5,2,0,0,0,0,0,1,-1
2014921400968,1,1,3,1,6,2,2,5,2,0,0,0,0,1
2014921400970,2,1,1,1,62,9,3,0,0,0,0,0,1,3
2014921400975,1,1,1,2,55,8,2,0,0,0,0,0,97,3
2014921400976,1,1,1,1,67,10,3,0,0,0,0,0,9,2
2014921400978,1,1,1,1,21,5,2,0,0,0,0,0,2,1
2014921400979,1,1,2,2,55,8,3,0,0,1,0,0,9,3
2014921400980,2,1,1,1,48,8,2,0,0,0,0,0,1,1
2014921400984,1,1,1,1,67,10,3,0,0,0,0,0,9,3
2014921400984,1,2,2,2,65,9,3,0,0,1,0,0,9,3
2014921400984,2,3,1,2,29,6,3,0,0,0,0,0,9,3
2014921400985,1,1,1,2,49,8,2,0,0,0,0,0,9,3
2014921400986,2,1,1,1,27,6,3,0,0,0,0,0,5,3
2014921400989,1,1,3,2,1,1,2,10,9,0,0,0,0,3
2014921400990,1,1,3,2,19,4,3,5,3,0,0,0,0,3
2014921400991,1,1,1,1,53,8,2,0,0,0,0,0,9,-1
2014921400993,1,1,1,1,52,8,3,0,0,0,0,0,9,1
2014921400993,1,2,2,1,15,3,3,0,0,1,0,0,9,1
2014921400994,1,1,1,1,50,8,3,0,0,0,0,0,9,2
2014921400996,1,1,2,1,27,6,3,0,0,1,0,0,19,1
2014921400999,1,1,1,2,70,10,3,0,0,0,0,0,9,3
2014921401001,1,1,1,2,18,4,2,0,0,0,0,0,9,1
2014921401002,1,1,1,2,34,6,2,0,0,0,0,0,9,1
2014921401002,1,2,2,1,26,6,1,0,0,1,0,0,9,1
2014921401002,1,3,2,1,4,1,2,0,0,2,0,0,9,1
2014921401006,1,1,1,1,25,5,3,0,0,0,0,0,9,1
2014921401007,1,1,1,1,28,6,3,0,0,0,0,0,9,2
2014921401010,1,1,1,1,26,6,3,0,0,0,0,0,5,1
2014921401013,1,1,2,2,55,8,2,0,0,1,0,0,9,2
2014921401013,1,2,2,2,28,6,3,0,0,2,0,0,9,2
2014921401014,1,1,1,2,20,4,3,0,0,0,0,0,9,2
2014921401016,2,1,1,1,48,8,3,0,0,0,0,0,5,2
2014921401018,1,1,1,1,40,7,3,0,0,0,0,0,21,3
2014921401018,1,2,2,2,42,7,3,0,0,1,0,0,21,3
2014921401022,1,1,1,2,30,6,3,0,0,0,0,0,9,3
2014921401024,1,1,1,2,41,7,3,0,0,0,0,0,9,3
2014921401024,2,2,1,1,28,6,3,0,0,0,0,0,9,-1
2014921401028,1,1,1,1,16,4,3,0,0,0,0,0,5,-1
2014921401028,1,2,2,1,18,4,2,0,0,0,0,0,5,-1
2014921401029,1,1,2,1,23,5,3,0,0,1,0,0,9,3
2014921401031,2,1,1,1,41,7,3,0,0,0,0,0,9,2
2014921401032,1,1,3,2,4,1,2,5,2,0,0,0,0,1
2014921401033,2,1,1,1,52,8,2,0,0,0,0,0,1,1
2014921401034,1,1,1,1,22,5,3,0,0,0,0,0,9,1
2014921401039,1,1,1,2,18,4,3,0,0,0,0,0,9,3
2014921401040,2,1,1,1,16,4,3,0,0,0,0,0,3,2
2014921401047,1,1,1,2,35,6,3,0,0,0,0,0,9,1
2014921401048,1,1,2,1,46,8,3,0,0,0,0,0,19,2
2014921401049,2,1,1,2,41,7,3,0,0,0,0,0,1,3
2014921401051,1,1,3,2,89,11,2,10,9,0,0,0,0,3
2014921401055,2,1,2,2,28,6,3,0,0,0,0,0,1,1
2014921401058,1,1,1,1,29,6,3,0,0,0,0,0,9,1
2014921401059,1,1,1,1,49,8,3,0,0,0,0,0,8,1
2014921401059,1,2,2,1,47,8,3,0,0,2,0,0,8,1
2014921401062,2,1,2,1,41,7,3,0,0,1,0,0,9,-1
2014921401063,2,1,1,2,50,8,3,0,0,0,0,0,1,3
2014921401066,1,1,2,2,15,3,3,0,0,2,0,0,9,3
2014921401066,1,2,2,2,15,3,3,0,0,1,0,0,9,3
2014921401067,1,1,1,1,21,5,2,0,0,0,0,0,9,1
2014921401070,1,1,1,1,19,4,3,0,0,0,0,0,9,3
2014921401074,1,1,1,1,41,7,1,0,0,0,0,0,9,3
2014921401074,1,2,2,2,43,7,1,0,0,1,0,0,9,2
2014921401074,2,3,1,2,47,8,2,0,0,0,0,0,9,3
2014921401076,1,1,2,2,28,6,3,0,0,1,0,0,9,1
2014921401077,1,1,1,1,54,8,3,0,0,0,0,0,5,1
2014921401078,1,1,2,2,51,8,2,0,0,1,0,0,9,3
2014921401082,1,1,1,1,77,11,1,0,0,0,0,0,9,2
2014921401082,2,2,1,1,28,6,3,0,0,0,0,0,19,3
2014921401085,1,1,1,1,28,6,3,0,0,0,0,0,9,3
2014921401085,1,2,2,1,30,6,3,0,0,1,0,0,9,1
2014921401085,1,3,2,1,44,7,3,0,0,2,0,0,9,1
2014921401086,3,1,1,2,42,7,3,0,0,0,0,0,5,3
2014921401090,1,1,1,1,63,9,3,0,0,0,0,0,9,1
2014921401091,1,1,2,1,24,5,3,0,0,1,0,0,21,1
2014921401092,1,1,1,1,32,6,2,0,0,0,0,0,5,3
2014921401094,1,1,1,2,85,11,2,0,0,0,0,0,9,1
2014921401096,1,1,2,1,48,8,3,0,0,0,0,0,21,1
2014921401096,2,2,1,1,19,4,3,0,0,0,0,0,17,3
2014921401097,2,1,1,1,20,4,3,0,0,0,0,0,3,2
2014921401098,1,1,1,1,56,9,3,0,0,0,0,0,19,3
2014921401102,2,1,1,1,19,4,3,0,0,0,0,0,4,3
2014921401106,1,1,1,1,65,9,2,0,0,0,0,0,4,1
2014921401110,1,1,1,1,32,6,2,0,0,0,0,0,9,1
2014921401111,1,1,1,1,35,6,2,0,0,0,0,0,3,1
2014921401113,1,1,1,1,16,4,3,0,0,0,0,0,17,3
2014921401113,2,2,1,1,22,5,2,0,0,0,0,0,20,2
2014921401114,1,1,3,2,-1,-1,3,1,1,0,0,0,0,2
2014921401115,2,1,1,1,46,8,3,0,0,0,0,0,5,2
2014921401116,1,1,1,2,24,5,3,0,0,0,0,0,9,2
2014921401121,1,1,1,1,22,5,3,0,0,0,0,0,9,3
2014921401121,1,2,2,1,21,5,3,0,0,1,0,0,9,3
2014921401124,1,1,3,1,19,4,3,5,1,0,0,0,0,3
2014921401126,1,1,1,1,17,4,3,0,0,0,0,0,9,3
2014921401130,2,1,1,1,47,8,3,0,0,0,0,0,5,2
2014921401133,1,1,1,1,29,6,1,0,0,0,0,0,3,1
2014921401134,2,1,2,2,52,8,3,0,0,1,0,0,9,2
2014921401135,1,1,3,1,28,6,3,10,8,0,0,0,0,-1
2014921401138,2,1,1,2,60,9,3,0,0,0,0,0,19,1
2014921401139,2,1,1,1,18,4,3,0,0,0,0,0,5,3
2014921401140,1,1,1,1,20,4,3,0,0,0,0,0,9,1
2014921401140,1,2,2,1,18,4,3,0,0,1,0,0,9,3
2014921401140,1,3,2,1,18,4,2,0,0,2,0,0,9,3
2014921401143,1,1,1,1,55,8,3,0,0,0,0,0,97,3
2014921401144,1,1,1,1,45,7,3,0,0,0,0,0,9,3
2014921401148,1,1,1,1,26,6,2,0,0,0,0,0,5,1
2014921401154,1,1,1,2,60,9,3,0,0,0,0,0,9,3
2014921401156,1,1,1,1,25,5,2,0,0,0,0,0,9,1
2014921401156,1,2,2,1,17,4,2,0,0,2,0,0,9,1
2014921401156,1,3,2,2,47,8,2,0,0,2,0,0,9,1
2014921401156,1,6,2,2,27,6,2,0,0,1,0,0,9,1
2014921401156,1,7,2,1,5,1,2,0,0,2,0,0,9,1
2014921401156,2,4,1,1,57,9,3,0,0,0,0,0,9,1
2014921401156,2,5,2,2,60,9,2,0,0,2,0,0,9,1
2014921401158,2,1,1,1,67,10,3,0,0,0,0,0,1,1
2014921401160,2,1,1,1,32,6,1,0,0,0,0,0,1,1
2014921401161,2,1,1,2,45,7,3,0,0,0,0,0,9,3
2014921401163,1,1,3,1,65,9,3,6,9,0,0,0,0,3
2014921401167,2,1,1,2,10,2,2,0,0,0,0,0,1,2
2014921401170,2,1,1,1,67,10,3,0,0,0,0,0,9,-1
2014921401172,1,1,1,1,53,8,2,0,0,0,0,0,5,3
2014921401173,1,1,2,2,35,6,2,0,0,1,0,0,98,1
2014921401174,2,1,2,1,26,6,2,0,0,1,0,0,9,3
2014921401174,2,2,2,2,47,8,2,0,0,2,0,0,9,3
2014921401174,2,3,2,2,52,8,2,0,0,2,0,0,9,3
2014921401174,2,4,2,1,67,10,3,0,0,1,0,0,9,3
2014921401175,1,1,1,2,39,7,3,0,0,0,0,0,9,1
2014921401176,1,1,1,1,27,6,2,0,0,0,0,0,9,3
2014921401178,2,1,1,2,18,4,3,0,0,0,0,0,3,1
2014921401179,1,1,1,2,19,4,3,0,0,0,0,0,9,1
2014921401179,2,2,1,1,31,6,3,0,0,0,0,0,9,1
2014921401180,2,1,1,1,27,6,3,0,0,0,0,0,9,1
2014921401183,1,1,1,1,30,6,2,0,0,0,0,0,5,1
2014921401185,1,1,1,1,39,7,3,0,0,0,0,0,4,2
2014921401189,1,1,1,1,44,7,3,0,0,0,0,0,9,3
2014921401190,1,1,1,2,22,5,2,0,0,0,0,0,9,-1
2014921401191,1,1,3,1,64,9,1,9,9,0,0,0,0,3
2014921401194,2,1,1,1,36,7,3,0,0,0,0,0,9,1
2014921401200,2,1,2,1,51,8,2,0,0,0,0,0,97,2
2014921401203,1,1,3,1,6,2,2,5,1,0,0,0,0,2
2014921401212,1,1,1,1,44,7,3,0,0,0,0,0,9,1
2014921401216,1,1,1,1,65,9,2,0,0,0,0,0,17,3
2014921401217,1,1,2,2,23,5,2,0,0,2,0,0,9,3
2014921401217,1,2,2,1,16,4,3,0,0,2,0,0,9,3
2014921401217,1,3,2,1,16,4,3,0,0,1,0,0,9,-1
2014921401217,1,4,2,1,23,5,3,0,0,2,0,0,9,-1
2014921401217,1,5,1,1,19,4,3,0,0,0,0,0,9,-1
2014921401219,1,3,1,2,53,8,3,0,0,0,0,0,9,3
2014921401219,2,1,2,2,12,3,2,0,0,2,0,0,9,3
2014921401219,2,2,2,2,12,3,2,0,0,2,0,0,9,3
2014921401220,1,1,3,2,7,2,2,5,4,0,0,0,0,1
2014921401221,1,1,3,1,10,2,3,5,3,0,0,0,0,1
2014921401222,1,1,1,1,46,8,3,0,0,0,0,0,9,1
2014921401223,2,1,1,2,9,2,2,0,0,0,0,0,1,3
2014921401223,3,2,1,1,9,2,3,0,0,0,0,0,1,3
2014921401224,2,1,1,1,40,7,3,0,0,0,0,0,4,3
2014921401225,1,1,1,1,54,8,2,0,0,0,0,0,9,3
2014921401226,2,1,1,1,31,6,2,0,0,0,0,0,5,1
2014921401230,1,1,1,2,46,8,2,0,0,0,0,0,9,3
2014921401231,2,1,1,2,31,6,3,0,0,0,0,0,9,1
2014921401235,1,1,1,1,59,9,3,0,0,0,0,0,5,1
2014921401239,2,1,1,1,52,8,3,0,0,0,0,0,9,3
2014921401240,1,1,1,1,20,4,2,0,0,0,0,0,9,3
2014921401242,1,1,1,1,43,7,2,0,0,0,0,0,5,3
2014921401243,1,1,1,2,21,5,3,0,0,0,0,0,9,3
2014921401243,2,2,1,1,22,5,3,0,0,0,0,0,9,1
2014921401244,1,1,1,1,19,4,3,0,0,0,0,0,8,2
2014921401244,1,2,2,1,28,6,3,0,0,1,0,0,8,2
2014921401244,1,3,2,1,38,7,3,0,0,2,0,0,8,2
2014921401245,2,1,1,2,19,4,3,0,0,0,0,0,1,1
2014921401247,1,1,1,1,36,7,2,0,0,0,0,0,9,1
2014921401248,1,1,1,1,27,6,2,0,0,0,0,0,5,1
2014921401252,1,1,1,1,19,4,3,0,0,0,0,0,9,1
2014921401252,2,2,1,2,24,5,2,0,0,0,0,0,9,3
2014921401255,2,1,1,1,60,9,3,0,0,0,0,0,5,3
2014921401255,2,2,2,1,14,3,3,0,0,0,0,0,5,3
2014921401256,1,1,1,1,22,5,2,0,0,0,0,0,5,3
2014921401257,1,1,1,1,20,4,3,0,0,0,0,0,9,3
2014921401257,2,2,1,2,37,7,2,0,0,0,0,0,9,3
2014921401258,2,1,2,1,7,2,3,0,0,2,0,0,9,2
2014921401259,1,1,2,1,24,5,3,0,0,1,0,0,9,1
2014921401262,2,1,1,1,31,6,3,0,0,0,0,0,9,3
2014921401263,1,1,2,1,52,8,1,0,0,1,0,0,9,3
2014921401263,1,2,1,1,83,11,2,0,0,0,0,0,9,3
2014921401263,2,3,1,2,50,8,3,0,0,0,0,0,9,3
2014921401263,2,4,2,1,17,4,3,0,0,1,0,0,9,3
2014921401265,1,1,1,1,29,6,3,0,0,0,0,0,21,1
2014921401267,2,1,1,1,24,5,2,0,0,0,0,0,5,3
2014921401268,3,1,1,1,19,4,3,0,0,0,0,0,9,2
2014921401272,1,1,1,1,39,7,2,0,0,0,0,0,9,1
2014921401272,1,2,2,2,37,7,2,0,0,1,0,0,9,1
2014921401272,1,3,2,1,43,7,2,0,0,2,0,0,9,1
2014921401274,1,1,1,1,19,4,2,0,0,0,0,0,3,1
2014921401275,1,1,1,1,32,6,3,0,0,0,0,0,9,1
