Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile
201734WD05087,2,5,0,18,0,8,0,0,0,0,0,1,6,1,25,5,-1,-1,-1,10,1,10
201734WD05117,1,9,0,18,0,8,0,0,0,0,1,1,3,2,38,7,1461,2,5,8,1,8
201734WD05117,2,9,0,9,0,8,0,0,0,0,2,1,3,1,39,7,1796,1,15,7,1,7
201734WD05187,1,9,0,18,0,8,0,0,0,0,4,1,6,1,39,7,1997,2,6,3,1,3
201734WD05187,2,5,0,18,0,8,0,0,0,0,2,1,2,1,32,6,1255,1,7,7,2,7
201734WD05277,1,9,0,18,0,8,0,0,1,11,2,1,6,1,23,5,-1,-1,-1,3,1,3
201734WD05277,2,21,1,18,0,8,1,0,0,0,1,1,1,1,52,8,12900,2,3,7,1,7
201734WD05277,3,21,1,18,0,8,0,0,0,0,1,1,1,1,63,9,-1,-1,-1,5,1,5
201734WD05307,1,9,0,18,0,0,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1
201734WD05307,2,1,0,18,0,0,0,0,0,0,3,1,6,1,4,1,-1,-1,-1,6,1,6
201734WD05327,1,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,1596,1,15,-1,-1,-1
201734WD05327,2,9,0,10,0,8,0,0,0,0,2,1,2,1,29,6,-1,-1,-1,9,3,9
201734WD05337,1,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,1796,1,13,-1,-1,-1
201734WD05337,2,9,0,3,0,8,0,0,0,0,2,1,6,2,65,9,1242,1,7,7,3,7
201734WD05437,1,21,1,12,0,0,0,0,0,0,3,2,1,1,40,7,-1,-1,-1,-1,-1,-1
201734WD05437,2,9,0,18,0,0,0,0,0,0,4,1,6,2,65,9,1395,1,2,5,1,5
201734WD05507,1,9,0,17,0,0,0,0,2,0,1,1,6,1,18,4,1390,1,11,6,1,6
201734WD05537,1,9,0,9,0,8,0,0,0,0,1,1,2,1,61,9,1951,2,14,-1,-1,-1
201734WD05537,2,9,0,18,0,8,0,0,0,0,1,1,6,1,75,10,1332,1,20,10,1,10
201734WD05587,1,9,0,18,0,8,0,0,0,0,1,1,2,1,51,8,2993,2,1,9,1,9
201734WD05587,2,9,0,18,0,8,0,0,0,0,1,1,1,2,25,5,1896,2,13,2,1,2
201734WD05687,1,9,0,3,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
201734WD05687,2,9,0,18,0,8,0,0,0,0,2,1,6,2,38,7,999,1,17,9,1,9
201734WD05757,1,21,0,18,0,0,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
201734WD05757,2,9,0,18,0,0,0,0,0,0,0,1,6,2,31,6,-1,-1,-1,1,1,1
201734WD05797,1,3,0,18,0,8,0,10,1,11,1,1,6,1,19,4,125,1,1,5,1,5
201734WD05817,1,19,0,18,0,8,1,0,7,11,1,1,6,1,45,7,1870,2,11,10,1,10
201734WD05817,2,19,0,18,0,8,1,0,0,0,1,1,2,1,52,8,-1,-1,-1,10,1,10
201734WD05887,1,9,0,18,0,8,0,0,0,0,1,1,6,1,21,5,1781,1,16,8,2,8
201734WD05887,2,1,0,18,0,8,0,0,0,0,2,1,6,1,37,7,-1,-1,-1,8,3,8
201734WD05957,1,9,0,6,0,8,0,0,0,0,3,1,1,2,28,6,1968,2,11,4,1,4
201734WD05957,2,9,0,18,0,8,0,0,0,0,1,1,6,2,56,9,1582,2,9,2,1,2
201734WD05997,1,9,0,12,0,0,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
201734WD05997,2,9,0,18,0,0,1,0,5,6,3,1,6,1,24,5,1364,1,10,9,1,9
201734WD06107,1,9,0,17,0,8,0,0,7,0,1,1,6,1,26,6,-1,-1,-1,9,1,9
201734WD06107,2,9,0,16,0,8,0,0,0,0,1,1,6,2,25,5,1995,2,15,-1,-1,-1
201734WD06297,1,9,0,1,0,8,0,0,0,0,2,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
201734WD06297,2,9,0,3,0,8,0,0,0,0,1,1,6,2,57,9,1199,1,13,4,1,4
201734WD06337,1,9,0,9,7,0,0,0,0,0,2,1,2,1,26,6,1598,2,4,6,2,6
201734WD06337,2,4,0,18,0,0,0,0,0,0,1,1,2,1,58,9,250,1,3,7,3,7
201734WD06357,1,21,0,11,0,0,0,0,0,0,4,1,6,1,-1,-1,12419,2,1,-1,-1,-1
201734WD06357,2,9,0,18,0,0,0,0,0,0,3,1,6,1,62,9,-1,-1,-1,3,1,3
201734WD06377,1,19,0,16,0,0,0,0,1,0,1,1,6,1,50,8,1769,2,20,-1,-1,-1
201734WD06377,2,90,0,17,0,0,0,0,0,0,3,1,6,2,32,6,-1,-1,-1,6,3,6
201734WD06397,1,9,0,18,0,0,0,0,0,0,2,1,6,1,63,9,1968,2,4,6,3,6
201734WD06397,2,9,0,18,0,0,0,0,0,0,1,1,6,2,67,10,1197,1,-1,9,1,9
201734WD06427,1,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,1686,2,8,-1,-1,-1
201734WD06427,2,9,0,3,0,8,0,0,0,0,2,1,2,1,39,7,1598,1,10,4,1,4
201734WD06477,1,20,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,12900,2,7,-1,-1,-1
201734WD06477,2,9,0,18,0,0,0,0,0,0,2,1,6,1,40,7,1968,2,3,7,1,7
201734WD06527,1,9,0,18,0,0,5,0,2,9,1,1,6,1,23,5,1199,1,17,4,1,4
201734WD06547,1,9,0,18,0,0,2,0,1,0,1,1,6,1,36,7,-1,-1,-1,5,1,5
201734WD06547,2,9,0,18,0,0,1,0,7,0,1,1,6,1,28,6,2143,2,3,8,1,8
201734WD06637,1,5,0,18,0,8,0,0,0,0,1,1,6,1,36,7,-1,-1,-1,7,3,7
201734WD06637,2,19,0,10,0,8,0,0,0,0,2,1,6,1,72,10,1753,2,10,9,2,9
201734WD06707,1,9,0,18,0,0,5,0,7,0,3,1,6,1,21,5,1796,1,14,1,1,1
201734WD06917,1,9,0,18,0,0,5,0,7,0,1,1,6,1,18,4,1368,1,1,9,3,9
201734WD06997,1,9,0,18,0,8,0,0,0,0,3,1,6,1,25,5,-1,-1,-1,-1,-1,-1
201734WD06997,2,9,0,18,0,8,0,0,7,0,1,1,6,1,39,7,1910,2,8,4,1,4
201734WD07017,1,9,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
201734WD07017,2,9,0,18,0,8,0,0,0,0,3,1,6,2,41,7,-1,-1,-1,10,1,10
201734WD07047,1,9,0,18,0,8,0,0,0,0,1,1,6,2,19,4,1198,1,8,8,3,8
201734WD07047,2,9,0,18,0,8,0,0,0,0,1,1,6,1,73,10,1870,2,12,3,1,3
201734WD07137,1,9,0,6,0,8,0,0,0,0,1,1,6,2,17,4,1198,1,9,10,2,10
201734WD07137,2,3,0,9,0,8,1,0,0,0,1,1,2,1,21,5,125,1,2,7,3,7
201734WD07157,1,19,0,16,0,0,0,0,7,0,1,1,1,1,29,6,1248,2,4,9,2,9
201734WD07157,2,9,0,17,0,0,0,0,1,0,1,1,6,1,77,11,998,1,8,1,1,1
201734WD07167,1,9,0,18,0,0,0,0,0,0,1,1,6,1,26,6,2143,2,-1,-1,-1,-1
201734WD07167,2,90,0,18,0,0,0,0,0,0,1,1,1,1,63,9,2460,2,9,5,2,5
201734WD07197,1,9,0,18,0,8,0,0,0,0,1,1,2,2,50,8,1905,2,20,7,2,7
201734WD07197,2,2,0,10,0,8,0,0,0,0,2,1,2,1,26,6,50,1,3,-1,-1,-1
201734WD07327,1,9,0,9,0,8,1,0,0,0,1,1,1,1,20,4,-1,-1,-1,7,1,7
201734WD07327,2,9,0,18,0,8,0,0,0,0,1,1,1,1,48,8,1796,1,13,10,3,10
201734WD07407,1,19,0,18,0,8,0,0,0,0,1,1,1,1,55,8,-1,-1,-1,5,2,5
201734WD07407,2,21,1,9,0,8,0,0,0,0,3,1,1,1,25,5,12900,2,9,6,1,6
201734WD07447,1,19,0,18,0,8,0,0,0,0,1,1,1,1,47,8,-1,-1,-1,9,1,9
201734WD07447,2,9,0,3,0,8,0,0,0,0,2,1,6,1,65,9,2148,2,10,3,1,3
201734WD07497,1,9,0,18,0,0,0,0,1,0,1,1,6,2,49,8,2393,1,17,7,2,7
201734WD07497,2,9,0,2,0,0,0,0,0,0,2,1,1,1,43,7,1997,2,-1,-1,-1,-1
201734WD07567,1,21,1,11,0,0,0,0,0,0,2,1,1,1,-1,-1,12419,2,5,1,1,1
201734WD07567,2,21,1,18,0,0,0,0,0,0,1,1,1,1,52,8,12809,2,5,5,1,5
201734WD07567,3,21,1,18,0,0,0,0,0,0,1,1,1,1,63,9,12742,2,-1,6,2,6
201734WD07567,4,21,1,18,0,0,0,0,0,0,1,2,1,1,26,6,-1,-1,-1,-1,-1,-1
201734WD07597,1,9,0,18,0,8,0,0,0,0,1,1,6,1,31,6,999,1,-1,7,1,7
201734WD07597,2,9,0,4,0,8,0,0,0,0,2,1,6,1,32,6,1299,1,10,7,2,7
201734WD07607,1,9,0,18,0,0,0,0,0,0,1,1,6,1,50,8,2967,2,4,9,3,9
201734WD07607,2,9,0,4,0,0,0,0,0,0,2,1,2,1,48,8,1398,1,5,4,1,4
201734WD07617,1,19,0,18,0,0,0,0,0,0,1,1,2,1,48,8,1995,2,-1,5,1,5
201734WD07617,2,9,0,3,0,0,0,0,0,0,2,1,6,2,63,9,1397,1,9,-1,-1,-1
201734WD07697,1,9,0,18,0,0,5,0,1,0,1,1,6,1,51,8,1461,2,-1,1,1,1
201734WD07697,2,9,0,18,0,0,5,0,1,0,1,1,6,1,54,8,1598,1,15,8,3,8
201734WD07707,1,9,0,9,0,8,0,0,0,0,1,1,6,1,25,5,1598,1,9,4,1,4
201734WD07707,2,9,0,18,0,8,0,0,0,0,1,1,2,1,28,6,1596,1,6,7,2,7
201734WD07707,3,9,0,3,0,8,0,0,0,0,1,1,2,2,27,6,1242,1,3,5,1,5
201734WD07747,1,9,0,14,0,8,0,0,0,0,1,1,6,1,74,10,-1,-1,-1,8,1,8
201734WD07747,2,3,0,18,0,8,0,0,0,0,3,1,6,1,26,6,125,1,2,3,1,3
201734WD07777,1,3,0,18,0,8,0,0,1,0,1,1,6,1,26,6,125,1,2,3,1,3
201734WD07777,2,9,0,18,0,8,0,0,1,1,1,1,6,2,22,5,1390,1,8,8,1,8
201734WD07877,1,5,0,13,0,8,0,0,0,0,4,1,6,1,73,10,649,1,2,-1,-1,-1
201734WD07877,2,9,0,9,0,8,0,0,0,0,3,1,6,1,44,7,1596,1,6,7,3,7
201734WD07887,1,9,0,18,0,0,0,0,0,0,1,1,1,1,47,8,1596,1,3,-1,-1,-1
201734WD07887,2,9,0,18,0,0,1,0,0,0,4,1,1,2,66,10,1499,8,-1,9,3,9
201734WD07967,1,9,0,18,0,8,0,0,0,0,4,1,2,2,44,7,998,1,4,9,2,9
201734WD08047,1,9,0,9,0,8,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
201734WD08097,1,4,0,17,0,0,0,0,0,0,4,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
201734WD08157,1,9,0,6,0,8,0,0,0,0,1,1,6,2,79,11,1388,1,6,8,2,8
201734WD08157,2,10,0,18,0,8,0,0,0,0,1,1,6,1,25,5,1915,1,31,9,2,9
201734WD08187,1,21,0,12,0,0,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
201734WD08187,2,9,0,-1,0,0,0,0,0,0,-1,1,6,2,35,6,1398,1,1,6,1,6
201734WD08207,1,17,0,16,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
201734WD08207,2,3,0,17,0,0,0,0,0,0,1,1,6,1,18,4,124,1,4,6,3,6
201734WD08447,1,21,1,18,0,8,0,0,0,0,1,1,1,1,58,9,-1,-1,-1,-1,1,-1
201734WD08587,1,9,0,18,0,0,0,0,0,0,0,1,6,2,52,8,1795,1,18,-1,-1,-1
201734WD08587,2,21,1,18,0,0,0,0,0,0,1,1,1,1,48,8,10518,2,3,-1,1,-1
201734WD08617,1,9,0,3,0,0,0,0,0,0,2,1,6,2,25,5,1390,1,14,5,1,5
201734WD08617,2,9,0,18,0,0,0,0,0,0,1,1,6,1,47,8,1248,2,6,3,1,3
201734WD08667,1,19,0,3,0,0,0,0,0,0,1,1,2,1,33,6,2198,2,3,-1,-1,-1
201734WD08667,2,9,0,17,0,0,0,0,0,0,2,1,6,1,25,5,1560,2,5,1,1,1
201734WD08727,1,9,0,18,0,8,0,0,0,0,1,1,2,2,36,7,1587,1,10,2,1,2
201734WD08727,2,9,0,18,0,8,0,0,0,0,1,1,6,2,58,9,1999,1,11,2,1,2
201734WD08767,1,9,0,18,0,8,0,0,0,0,4,1,6,2,-1,-1,1951,2,15,-1,-1,-1
201734WD08767,2,1,0,18,0,8,0,0,0,0,3,1,6,1,12,3,-1,-1,-1,10,2,10
201734WD08787,1,9,0,9,0,8,0,0,0,0,3,1,1,1,49,8,1364,2,4,9,3,9
201734WD08787,2,3,0,17,0,8,2,0,0,0,1,1,1,1,28,6,124,1,3,4,1,4
201734WD08857,1,9,0,18,0,8,5,0,0,10,4,1,6,2,57,9,1596,1,10,9,1,9
201734WD08907,1,9,0,9,0,8,0,0,0,0,2,1,6,1,73,10,1598,2,5,7,1,7
201734WD08907,2,9,0,18,0,8,0,0,0,0,1,1,6,2,30,6,1598,1,4,3,1,3
201734WD08937,1,9,0,18,0,0,0,0,0,0,1,1,6,1,26,6,1560,2,2,10,2,10
201734WD08937,2,9,0,18,0,0,0,0,0,0,1,1,6,1,30,6,2148,2,8,2,1,2
201734WD08937,3,9,0,18,0,0,0,0,0,0,3,1,6,1,54,8,-1,-1,-1,-1,-1,-1
201734WD09017,1,19,0,18,0,8,0,0,0,0,4,1,1,2,33,6,1968,2,4,4,2,4
201734WD09017,2,9,0,8,0,8,0,0,0,0,1,1,6,2,22,5,1248,2,6,7,3,7
201734WD09017,3,9,0,3,0,8,0,0,0,0,1,1,6,2,37,7,2143,2,-1,7,3,7
201734WD09247,1,9,0,13,0,0,2,0,2,6,1,1,6,2,26,6,1870,2,7,3,2,3
