Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type
201301RG40261,1,9,0,17,0,2,2,0,0,0,1,1,6,2,6,1796,1,6,3,1
201301RG40262,1,9,0,18,0,1,0,0,0,0,1,1,6,2,6,1390,1,8,-1,-1
201301RG40262,2,9,0,8,0,1,0,0,0,0,2,1,6,1,8,1997,1,11,-1,-1
201301RG40263,1,9,0,3,0,0,0,0,0,0,2,1,6,2,4,1299,1,10,7,1
201301RG40263,2,11,0,18,0,0,0,0,0,0,1,1,1,1,9,9000,2,4,-1,-1
201301RG40264,1,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,4,1
201301RG40264,2,9,0,9,0,8,0,0,0,0,1,1,6,1,-1,2099,1,11,2,1
201301RG40265,1,9,0,4,0,8,0,0,0,0,2,1,6,1,6,1968,2,8,4,1
201301RG40265,2,9,0,18,0,8,0,0,0,0,1,1,6,1,4,1598,1,8,1,1
201301RG40266,1,9,0,18,0,1,0,0,0,0,4,1,6,2,7,1360,1,9,3,1
201301RG40268,1,9,0,18,0,0,0,0,0,0,1,1,6,2,6,-1,-1,-1,2,1
201301RG40268,2,9,0,3,0,0,0,0,0,0,2,1,6,1,8,1896,2,7,-1,-1
201301RG40268,3,9,0,3,0,0,0,0,0,0,2,1,6,2,6,1997,1,8,5,1
201301RG40269,1,11,0,18,0,8,0,0,0,0,1,1,6,1,8,-1,-1,-1,3,1
201301RG40270,1,3,0,18,0,2,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1
201301RG40271,1,19,0,18,0,0,1,0,0,0,1,1,6,1,6,1896,2,16,5,1
201301RG40271,2,19,0,4,0,0,0,0,0,0,2,1,6,1,7,1868,2,11,6,1
201301RG40271,3,9,0,3,0,0,0,0,0,0,2,1,6,1,7,2143,2,3,5,1
201301RG40272,1,1,0,18,0,1,0,8,0,0,1,1,6,1,6,-1,-1,-1,5,1
201301RG40272,2,9,0,2,0,1,0,0,0,0,3,1,6,3,-1,1596,1,11,-1,-1
201301RG40273,1,2,0,9,0,8,0,0,0,0,4,1,6,2,7,124,1,1,5,1
201301RG40273,2,9,0,16,0,8,0,0,0,0,3,1,6,2,8,1598,1,-1,2,1
201301RG40274,1,1,0,18,0,1,0,0,0,0,2,1,6,1,6,-1,-1,-1,-1,-1
201301RG40274,2,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301RG40275,1,9,0,9,0,8,0,0,0,0,4,1,6,1,8,2494,1,14,4,1
201301RG40275,2,1,0,18,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,5,1
201301RG40276,1,9,0,4,0,8,0,0,0,0,2,1,6,1,5,2179,2,5,6,1
201301RG40276,2,9,0,18,0,8,0,0,0,0,1,1,6,1,5,973,1,10,2,1
201301RG40277,1,2,0,18,0,8,0,0,0,0,1,1,6,1,4,125,1,1,3,1
201301RG40278,1,9,0,18,0,1,0,10,1,4,1,1,6,2,4,-1,-1,-1,2,1
201301RG40279,1,9,0,3,0,8,0,0,0,0,2,1,6,1,-1,-1,-1,-1,5,1
201301RG40279,2,9,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301RG40280,1,19,0,3,0,1,0,0,0,0,2,1,1,1,5,2287,2,2,3,1
201301RG40280,2,9,0,3,0,1,0,0,0,0,2,1,6,1,8,1956,2,2,5,1
201301RG40280,3,9,0,4,0,1,0,0,0,0,1,1,6,1,8,-1,-1,-1,5,1
201301RG40281,1,9,0,7,0,8,0,0,0,0,3,1,1,2,9,-1,-1,-1,2,1
201301RG40281,2,1,0,18,0,8,0,0,0,0,1,1,6,1,9,-1,-1,-1,3,1
201301RG40282,1,9,0,11,0,0,0,0,0,0,4,1,6,1,6,1596,1,12,1,1
201301RG40282,2,21,1,12,0,0,0,0,0,0,3,2,1,1,7,-1,-1,-1,-1,-1
201301RG40283,1,9,0,18,0,1,0,10,4,6,3,1,6,2,5,1364,1,6,-1,-1
201301RG40284,1,3,0,18,0,8,0,0,0,0,1,1,6,1,7,125,1,1,-1,-1
201301RG40284,2,9,0,9,0,8,0,0,0,0,4,1,6,2,5,1498,1,7,-1,-1
201301RG40285,1,1,0,18,0,1,0,0,0,0,3,1,6,1,6,-1,-1,-1,10,1
201301RG40285,2,9,0,13,0,1,0,0,0,0,4,1,6,1,-1,1968,2,5,-1,-1
201301RG40286,1,9,0,11,0,8,0,0,0,0,4,1,6,1,10,-1,-1,-1,2,1
201301RG40286,2,3,0,18,0,8,0,0,0,0,3,1,6,2,5,-1,-1,-1,5,1
201301RG40287,1,9,0,7,0,8,0,0,0,0,4,1,6,1,6,1596,1,6,7,1
201301RG40287,2,1,0,15,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
201301RG40288,1,9,0,18,0,1,0,0,0,0,2,1,6,1,8,1246,1,7,2,1
201301RG40288,2,19,0,18,0,1,0,0,0,0,1,1,6,1,-1,2299,2,2,-1,-1
201301RG40289,1,1,0,18,0,0,0,0,0,0,1,1,6,2,5,-1,-1,-1,3,1
201301RG40289,2,9,0,6,0,0,0,0,0,0,2,1,6,1,-1,1999,1,11,-1,-1
201301RG40290,1,9,0,18,0,0,0,0,0,0,3,1,6,1,8,1998,1,10,1,1
201301RG40290,2,1,0,18,0,0,0,0,0,0,1,1,6,2,2,-1,-1,-1,1,1
201301RG40291,1,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301RG40292,1,11,0,2,0,8,0,0,0,0,0,1,1,3,-1,-1,-1,-1,-1,-1
201301RG40293,1,11,0,18,0,8,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
201301RG40294,1,9,0,4,0,8,0,0,0,0,2,1,6,2,6,1242,1,16,3,1
201301RG40294,2,9,0,4,0,8,0,0,0,0,2,1,6,1,6,1799,1,5,1,1
201301RG40294,3,9,0,18,0,8,0,0,0,0,1,1,6,2,6,1398,1,8,4,1
201301RG40295,1,9,0,6,0,2,0,0,0,0,1,1,6,1,4,1388,1,13,-1,-1
201301RG40295,2,9,0,18,0,2,0,0,0,0,1,1,6,1,8,1998,1,8,-1,-1
201301RG40296,1,5,0,3,0,8,0,0,0,0,2,1,6,1,7,1050,1,3,10,1
201301RG40296,2,9,0,18,0,8,0,0,0,0,1,1,6,1,6,1596,1,6,8,1
201301RG40297,1,9,0,18,0,1,0,0,0,0,1,1,6,1,10,-1,-1,-1,-1,-1
201301RG40297,2,9,0,18,0,1,0,0,0,0,2,1,6,1,10,1796,1,10,8,1
201301RG40297,3,9,0,18,0,1,0,0,0,0,4,1,6,1,9,1769,1,7,5,1
201301RG40298,1,9,0,18,0,8,0,0,0,0,4,1,6,2,6,-1,-1,-1,2,1
201301RG40298,2,9,0,18,0,8,0,0,0,0,3,1,6,2,5,1390,1,16,4,1
201301RG40299,1,9,0,17,0,1,0,0,0,0,2,1,6,2,6,1595,1,7,3,1
201301RG40299,2,9,0,17,0,1,0,0,0,0,1,1,6,1,6,1299,1,13,2,1
201301RG40300,1,1,0,13,0,0,0,0,0,0,4,1,6,1,5,-1,-1,-1,3,1
201301RG40300,2,19,0,6,0,0,0,0,0,0,3,1,6,1,6,1598,2,6,3,1
201301RG40301,1,9,0,8,0,1,0,0,0,0,2,1,6,1,8,1796,1,5,4,1
201301RG40301,2,9,0,18,0,1,0,0,0,0,1,1,6,2,-1,1590,1,22,-1,-1
201301RG40302,1,3,0,18,0,0,0,0,0,0,4,1,6,1,5,124,1,4,10,1
201301RG40302,2,9,0,5,0,0,0,0,0,0,3,1,6,1,-1,1560,2,2,-1,-1
201301RG40303,1,1,0,18,9,0,0,10,7,10,1,1,6,1,4,-1,-1,-1,3,1
201301RG40305,1,9,0,17,0,8,0,0,0,0,2,1,6,2,6,1299,1,11,2,1
201301RG40305,2,9,0,17,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
201301RG40306,1,21,0,18,0,8,0,0,0,0,2,1,1,1,-1,9200,2,8,2,1
201301RG40306,2,9,0,18,0,8,0,0,0,0,1,1,6,2,8,1997,2,2,1,1
201301RG40307,1,9,0,9,0,8,0,0,0,0,3,1,6,1,6,1896,2,8,2,1
201301RG40307,2,3,0,13,0,8,0,0,0,0,1,1,6,1,4,124,1,-1,4,1
201301RG40308,1,9,0,18,0,8,0,0,0,0,1,1,6,1,6,1598,1,11,2,1
201301RG40308,2,9,0,18,0,8,0,0,0,0,1,1,6,1,7,1242,1,13,3,1
201301RG40310,1,5,0,14,0,1,0,0,0,0,1,1,6,1,8,-1,-1,-1,1,1
201301RG40310,2,19,0,3,0,1,0,0,0,0,3,1,1,1,6,-1,-1,-1,-1,-1
201301RG40311,1,9,0,18,0,8,0,0,0,0,1,1,6,1,8,1388,1,3,3,1
201301RG40312,1,9,0,4,0,1,1,0,0,0,1,1,1,1,7,1560,2,2,3,1
201301RG40312,2,9,0,4,0,1,0,0,0,0,2,1,6,1,7,1968,2,9,-1,-1
201301RG40313,1,11,0,2,0,2,0,0,0,0,0,1,1,1,6,4500,2,2,2,1
201301RG40315,1,9,0,18,0,1,0,0,0,0,1,1,6,1,6,1275,1,15,-1,-1
201301RG40316,1,5,0,18,0,0,0,0,0,0,1,1,6,1,6,649,1,16,4,1
201301RG40316,2,9,0,4,0,0,0,0,0,0,2,1,6,1,8,1896,2,8,4,1
201301RG40318,1,9,0,16,0,1,0,0,0,0,4,1,6,2,7,1598,1,6,4,1
201301RG40318,2,1,0,16,0,1,0,0,0,0,3,1,6,1,7,-1,-1,-1,4,1
201301RG40319,1,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301RG40319,2,9,0,18,0,0,0,0,0,0,3,1,6,1,6,1596,1,12,-1,-1
201301RG40319,3,9,0,18,0,0,0,0,0,0,1,1,6,2,8,1984,1,3,9,1
201301RG40320,1,9,0,18,0,2,0,0,0,0,1,1,6,2,8,1796,1,6,5,1
201301RG40321,1,9,0,18,0,0,0,0,0,0,3,1,6,2,6,1796,1,6,7,1
201301RG40321,2,9,0,6,0,0,0,0,0,0,4,1,6,2,7,1968,2,8,3,1
201301RG40322,1,5,0,15,0,2,0,0,0,0,3,1,6,1,6,599,1,9,2,1
201301RG40322,2,9,0,11,0,2,0,0,0,0,4,1,6,1,6,1686,2,9,2,1
201301RG40323,1,8,0,18,0,1,0,0,0,0,1,1,1,1,6,1797,8,3,2,1
201301RG40324,1,9,0,18,0,0,0,0,0,0,2,1,6,2,6,1997,1,5,3,1
201301RG40324,2,9,0,18,0,0,0,0,0,0,1,1,6,1,5,1998,1,8,2,1
201301RG40325,1,9,0,18,0,0,0,0,0,0,1,1,6,1,7,1498,1,3,9,1
201301RG40326,1,3,0,13,0,0,0,0,0,0,4,1,1,1,4,102,1,9,3,1
201301RG40326,2,9,0,12,0,0,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1
201301RG40327,1,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301RG40329,1,9,0,4,0,8,0,0,0,0,2,1,6,1,7,1991,2,8,5,1
201301RG40329,2,9,0,4,0,8,0,0,0,0,1,1,6,2,6,-1,-1,-1,5,1
201301RG40330,1,3,0,18,0,1,0,0,0,0,1,1,6,1,5,100,1,10,1,1
201301RG40331,1,19,0,4,0,0,0,0,0,0,2,1,6,1,8,-1,-1,-1,8,1
201301RG40331,2,9,0,4,0,0,0,0,0,0,1,1,6,1,6,-1,-1,-1,5,1
201301RG40332,1,5,0,18,0,8,0,0,0,0,1,1,6,1,8,1261,1,2,1,1
201301RG40332,2,1,0,18,0,8,0,0,0,0,2,1,6,2,3,-1,-1,-1,3,1
201301RG40333,1,11,0,18,0,0,0,0,0,0,3,1,1,1,9,3900,2,10,3,1
201301RG40334,1,9,0,4,0,1,0,0,0,0,2,1,6,1,11,1762,1,15,2,1
201301RG40334,2,9,0,18,0,1,0,0,0,0,1,1,6,2,6,1299,1,11,2,1
201301RG40335,1,9,0,18,0,8,0,0,0,0,4,1,6,2,6,1995,2,1,-1,-1
201301RG40335,2,1,0,17,0,8,0,0,0,0,1,1,6,1,5,-1,-1,-1,6,1
201301RG40336,1,9,0,18,0,0,0,0,0,0,1,1,6,1,5,1896,2,11,4,1
201301RG40337,1,9,0,5,0,1,0,0,0,0,1,1,6,2,6,-1,-1,-1,1,1
201301RG40338,1,9,0,18,0,0,0,0,0,0,2,1,6,2,6,1339,1,8,-1,-1
201301RG40338,2,1,0,18,0,0,0,0,0,0,1,1,6,1,3,-1,-1,-1,-1,-1
201301RG40339,1,9,0,18,0,8,0,0,0,0,4,1,6,1,11,1998,1,11,4,1
201301RG40339,2,19,0,18,0,8,0,10,7,1,1,1,1,1,5,1868,2,10,2,1
201301RG40340,1,5,0,3,0,8,0,0,0,0,2,1,6,1,9,-1,-1,-1,2,1
201301RG40340,2,21,0,1,0,8,0,0,0,0,1,1,1,1,7,12900,2,5,5,1
201301RG40341,1,9,0,18,0,8,0,0,0,0,4,1,6,2,9,1991,2,8,4,1
201301RG40343,1,9,0,18,0,8,0,0,0,0,4,1,6,1,7,4293,1,8,-1,-1
201301RG40343,2,9,0,7,0,8,0,0,0,0,1,1,6,1,-1,1995,1,8,-1,-1
201301RG40344,1,19,0,18,0,0,0,4,0,0,2,1,6,1,5,2402,2,6,3,1
201301RG40344,2,9,0,2,0,0,0,0,0,0,1,1,6,2,7,1242,1,12,1,1
201301RG40345,1,9,0,18,0,8,0,0,0,0,4,1,6,1,-1,1590,1,12,3,1
201301RG40345,2,1,0,18,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,3,1
201301RG40346,1,9,0,4,0,1,0,0,0,0,2,1,1,1,-1,-1,-1,-1,-1,-1
201301RG40346,2,9,0,4,0,1,0,0,0,0,1,1,6,1,6,1796,1,8,1,1
201301RG40347,1,9,0,9,0,8,0,0,0,0,1,1,6,2,7,1598,1,1,2,1
201301RG40348,1,9,0,4,0,2,0,0,0,0,1,1,6,2,5,1598,1,9,6,1
201301RG40348,2,9,0,4,0,2,0,0,0,0,2,1,6,1,7,1956,2,2,-1,-1
201301RG40349,1,9,0,18,0,0,0,0,0,0,1,1,6,1,9,-1,-1,-1,6,3
201301RG40349,2,9,0,2,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301RG40350,1,9,0,18,0,2,0,0,0,0,1,1,6,1,6,2967,2,2,7,1
201301RG40351,1,5,0,7,0,8,0,0,0,0,4,1,6,1,8,-1,-1,-1,-1,-1
201301RG40351,2,1,0,18,0,8,0,0,0,0,1,1,6,1,5,-1,-1,-1,4,1
201301RG40352,1,9,0,18,0,8,0,0,0,0,1,1,6,1,7,1968,2,5,4,1
201301RG40352,2,9,0,9,0,8,0,0,0,0,3,1,6,1,-1,2198,1,12,-1,-1
201301RG40353,1,9,0,7,0,8,0,0,0,0,4,1,6,2,7,1400,1,6,2,1
201301RG40353,2,1,0,18,0,8,0,0,0,0,3,1,6,1,5,-1,-1,-1,3,1
201301RG40354,1,9,0,18,0,0,0,0,0,0,1,1,6,1,8,1796,1,9,3,1
201301RG40355,1,1,0,18,0,8,0,0,0,0,3,1,6,2,5,-1,-1,-1,4,1
201301RG40355,2,9,0,9,0,8,0,0,0,0,1,1,6,1,-1,3628,2,6,-1,-1
201301RG40356,1,3,0,18,0,0,0,0,0,0,0,1,6,1,6,124,1,2,4,1
201301RG40356,2,9,0,12,0,0,0,0,0,0,0,1,6,1,8,1149,1,1,3,1
201301RG40357,1,9,0,9,0,8,0,0,0,0,3,1,6,1,6,1390,1,11,6,1
201301RG40357,2,11,0,18,0,8,0,0,0,0,1,1,1,1,6,6700,2,2,2,1
201301RG40358,1,1,0,15,0,0,0,8,0,0,1,1,6,1,9,-1,-1,-1,5,1
201301RG40358,2,9,0,3,0,0,0,0,0,0,4,1,6,1,6,2771,1,16,6,1
201301RG40359,1,9,0,18,0,8,0,4,0,0,1,1,6,2,7,1596,1,12,4,1
201301RG40359,2,9,0,2,0,8,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1
201301RG40360,1,19,0,9,0,8,0,0,0,0,3,1,6,1,6,-1,-1,-1,3,1
201301RG40360,2,1,0,13,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,2,1
201301RG40361,1,9,0,9,0,8,0,0,0,0,3,1,1,1,5,-1,-1,-1,-1,1
201301RG40361,2,9,0,18,0,8,0,0,0,0,1,1,2,2,7,1299,1,10,4,1
201301RG40364,1,9,0,9,0,8,0,0,0,0,4,1,6,2,4,973,1,11,1,1
201301RG40364,2,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,1498,1,7,6,1
201301RG40365,1,11,0,4,0,1,0,0,0,0,0,1,1,2,8,6700,2,1,6,2
201301RG40366,1,9,0,18,0,0,1,0,2,7,1,1,6,2,5,1388,1,4,5,1
201301RG40367,1,9,0,3,0,1,0,0,0,0,2,1,6,1,8,1149,1,8,5,1
201301RG40367,2,9,0,4,0,1,0,0,0,0,1,1,6,1,7,2401,2,10,2,1
201301RG40368,1,9,0,4,0,0,0,0,0,0,4,1,6,2,8,1596,1,13,8,1
201301RG40368,2,1,0,18,0,0,0,0,0,0,3,1,6,1,8,-1,-1,-1,9,1
201301RG40370,1,9,0,18,0,8,0,0,0,0,1,1,6,1,8,1589,1,16,4,1
201301RG40370,2,1,0,18,0,8,0,0,0,0,4,1,6,1,7,-1,-1,-1,4,1
201301RG40372,1,11,0,5,0,0,0,0,0,0,1,1,1,1,6,8268,2,10,3,1
201301RG40373,1,9,0,4,0,1,0,0,0,0,2,1,6,1,7,1896,2,8,1,1
201301RG40373,2,9,0,4,0,1,0,0,0,0,1,1,6,1,5,1242,1,1,9,1
201301RG40374,1,9,0,9,0,8,0,0,0,0,3,1,6,1,6,1242,1,8,5,1
201301RG40374,2,9,0,18,0,8,0,0,0,0,1,1,6,2,6,1388,1,4,1,1
201301RG40375,1,9,0,9,0,8,0,0,0,0,3,1,6,1,6,2979,1,13,5,1
201301RG40375,2,9,0,18,0,8,0,0,0,0,1,1,6,2,10,1461,2,2,2,1
201301RG40376,1,9,0,9,0,8,0,0,0,0,1,1,6,1,7,1396,1,10,8,3
201301RG40376,2,9,0,18,0,8,0,0,0,0,1,1,6,1,8,-1,-1,-1,1,1
201301RG40377,1,21,0,18,0,8,5,10,0,0,4,1,1,1,7,16000,2,5,3,1
201301RG40378,1,9,0,18,0,0,0,0,0,0,3,1,6,2,10,999,1,11,3,1
201301RG40378,2,9,0,18,0,0,0,0,0,0,3,1,6,1,8,-1,-1,-1,2,1
201301RG40378,3,9,0,18,0,0,0,0,0,0,1,1,6,1,6,1596,1,7,2,1
201301RG40379,1,9,0,9,0,8,0,0,0,0,4,1,6,1,7,1995,2,11,3,1
201301RG40379,2,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,5,1
201301RG40380,1,9,0,18,0,8,0,0,0,0,1,1,6,1,6,1896,2,5,2,1
201301RG40381,1,8,0,1,0,0,0,4,0,0,2,1,1,1,-1,1997,2,4,-1,-1
201301RG40382,1,9,0,9,0,8,0,0,0,0,2,1,6,1,6,1900,2,15,3,1
201301RG40382,2,5,0,18,0,8,0,0,0,0,1,1,6,2,6,618,1,9,4,1
201301RG40383,1,9,0,3,0,1,0,0,0,0,2,1,6,1,6,1390,1,2,4,1
201301RG40383,2,9,0,18,0,1,0,0,0,0,1,1,6,1,-1,2143,2,3,-1,-1
201301RG40383,3,9,0,3,0,1,0,0,0,0,2,1,6,1,-1,2993,2,8,-1,-1
201301RG40384,1,4,0,18,0,0,0,0,0,0,1,1,6,2,10,233,1,22,6,1
201301RG40384,2,9,0,4,0,0,0,0,0,0,2,1,6,1,10,1199,1,9,5,1
201301RG40385,1,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,1984,1,13,3,1
201301RG40385,2,1,0,18,0,8,0,0,0,0,4,1,6,1,7,-1,-1,-1,-1,-1
201301RG40386,1,9,0,18,0,8,0,0,0,0,1,1,6,1,8,1896,2,6,-1,-1
201301RG40386,2,90,0,18,0,8,0,0,0,0,4,1,6,1,-1,-1,-1,-1,-1,-1
201301RG40388,1,9,0,4,0,0,0,0,0,0,1,1,6,2,8,1586,1,11,8,1
201301RG40388,2,8,0,4,0,0,0,0,0,0,2,1,6,1,10,2402,2,10,6,1
201301RG40388,3,19,0,4,0,0,0,0,0,0,2,1,6,1,6,1753,2,8,3,1
201301RG40388,4,9,0,4,0,0,0,0,0,0,1,1,6,1,8,1587,1,12,3,1
201301RG40388,5,9,0,4,0,0,0,0,0,0,2,1,6,1,7,-1,-1,-1,-1,-1
201301RG40389,1,9,0,18,0,0,0,0,2,7,1,1,6,1,7,1868,2,12,3,1
201301RG40390,1,9,0,7,0,2,0,10,7,4,1,1,6,2,11,1240,1,4,6,1
201301RG40391,1,5,0,18,0,0,0,0,0,0,1,1,6,1,6,600,1,13,2,1
201301RG40391,2,19,0,12,0,0,0,0,0,0,2,1,6,1,-1,4462,2,-1,-1,-1
201301RG40392,1,9,0,9,0,8,0,0,0,0,1,1,6,2,5,1199,1,13,10,1
201301RG40392,2,9,0,18,0,8,0,0,0,0,1,1,6,2,9,1599,1,6,5,1
201301RG40393,1,9,0,12,0,8,0,0,0,0,3,1,6,1,10,1984,1,3,5,1
201301RG40393,2,9,0,18,0,8,0,0,0,0,1,1,6,1,5,1598,1,7,3,1
201301RG40394,1,21,1,16,0,8,0,0,0,0,4,1,1,1,8,11946,2,2,3,1
201301RG40394,2,9,0,16,0,8,0,10,1,10,3,1,2,1,6,1198,1,9,-1,-1
201301RG40395,1,11,0,18,0,8,0,0,0,0,0,1,1,1,8,9360,2,2,6,1
201301RG40396,1,3,0,18,0,8,0,10,0,0,3,1,6,1,6,124,1,2,2,1
201301RG40396,2,9,0,18,0,8,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
201301RG40397,1,9,0,18,0,1,0,4,0,0,1,1,6,1,6,1796,1,9,-1,-1
201301RG40397,2,9,0,2,0,1,0,0,0,0,1,1,6,3,-1,2987,2,6,-1,-1
201301RG40398,1,19,0,18,0,8,0,0,0,0,1,1,6,2,6,-1,-1,-1,2,1
201301RG40398,2,9,0,9,0,8,0,0,0,0,3,1,6,2,6,1598,1,1,2,1
201301RG40401,1,9,0,18,0,2,0,0,0,0,3,1,6,2,7,1590,1,10,3,1
201301RG40401,2,19,0,18,0,2,0,0,0,0,3,1,6,3,-1,1997,2,8,-1,-1
201301RG40402,1,3,0,18,0,2,0,0,0,0,0,1,6,2,6,124,1,3,2,1
201301RG40403,1,9,0,18,0,0,0,10,2,7,1,1,6,1,7,1600,1,10,5,1
201301RG40404,1,9,0,18,0,0,0,0,0,0,1,1,6,1,6,1994,1,10,9,1
201301RG40405,1,9,0,11,0,1,0,0,0,0,2,1,6,1,6,1796,1,8,2,1
201301RG40405,2,1,0,18,0,1,0,0,0,0,1,1,6,1,9,-1,-1,-1,7,1
201301RG40406,1,9,0,18,0,2,0,0,0,0,1,1,6,1,8,1896,2,9,3,1
201301RG40407,1,9,0,6,0,0,0,0,0,0,2,1,6,1,6,-1,-1,-1,2,1
201301RG40407,2,5,0,18,0,0,0,0,0,0,1,1,6,1,8,998,1,5,7,1
201301RG40408,1,9,0,18,0,8,0,10,7,10,1,1,6,1,9,-1,-1,-1,2,1
201301RG40409,1,9,0,18,0,2,0,0,0,0,4,1,6,1,8,2099,1,11,5,1
201301RG40410,1,9,0,3,0,0,0,0,0,0,2,1,6,1,7,1332,1,15,5,1
201301RG40410,2,9,0,3,0,0,0,0,0,0,2,1,6,2,8,998,1,4,4,1
201301RG40410,3,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,1598,1,8,4,1
201301RG40411,1,9,0,18,0,8,0,0,0,0,3,1,6,1,4,1984,1,13,4,1
201301RG40411,2,9,0,18,0,8,0,0,0,0,1,1,6,1,9,1388,1,4,5,1
201301RG40412,1,9,0,7,0,8,0,0,0,0,3,1,6,1,6,1360,1,12,5,1
201301RG40412,2,9,0,9,0,8,0,0,0,0,1,1,6,1,7,1686,2,12,3,1
201301RG40413,1,11,0,18,0,0,0,0,0,0,0,1,1,1,7,-1,-1,-1,2,1
201301RG40414,1,2,0,15,0,1,0,0,0,0,4,1,6,1,4,-1,-1,-1,3,1
201301RG40414,2,9,0,15,0,1,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1
201301RG40414,3,9,0,3,0,1,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
201301RG40415,1,19,0,6,0,2,0,0,0,0,3,1,6,1,5,2198,2,2,8,1
201301RG40415,2,3,0,13,0,2,0,0,0,0,1,1,6,1,6,1402,1,11,-1,-1
201301RG40416,1,19,0,16,0,1,0,10,1,10,1,1,6,1,7,2463,2,7,8,1
201301RG40417,1,9,0,3,0,0,0,0,0,0,2,1,6,2,8,2982,2,11,4,1
201301RG40417,2,9,0,3,0,0,0,0,0,0,2,1,6,1,7,-1,-1,-1,4,1
201301RG40417,3,9,0,18,0,0,0,0,0,0,1,1,6,1,7,1598,1,12,2,1
201301RG40418,1,9,0,18,0,1,0,0,0,0,1,1,6,2,6,1998,1,7,2,1
201301RG40419,1,9,0,18,0,8,0,0,0,0,1,1,6,2,5,1242,1,8,5,1
201301RG40419,2,9,0,16,0,8,0,0,0,0,4,1,6,1,6,1796,1,8,2,1
201301RG40420,1,9,0,18,0,1,0,0,0,0,1,1,6,1,6,1896,2,9,5,1
201301RG40421,1,19,0,1,0,0,0,0,0,0,2,1,1,1,5,1995,2,3,6,1
201301RG40422,1,1,0,18,0,8,0,0,0,0,4,1,6,2,8,-1,-1,-1,3,1
201301RG40422,2,9,0,7,0,8,0,0,0,0,1,1,6,3,-1,5439,1,9,-1,-1
201301RG40423,1,90,0,18,0,0,0,0,0,0,4,1,1,1,6,-1,-1,-1,1,1
201301RG40423,2,9,0,3,0,0,0,0,0,0,3,1,6,1,6,1798,8,1,9,1
201301RG40424,1,11,0,2,0,0,0,0,0,0,0,1,1,1,6,7300,2,11,4,1
201301RG40425,1,1,0,18,0,8,0,0,0,0,3,1,6,1,6,-1,-1,-1,2,1
201301RG40425,2,9,0,7,0,8,0,0,0,0,4,1,6,3,-1,1799,1,15,-1,-1
201301RG40426,1,9,0,18,0,8,0,0,0,0,1,1,6,1,7,4163,1,8,-1,-1
201301RG40426,2,9,0,9,0,8,0,0,0,0,1,1,6,2,5,1229,1,6,6,1
201301RG40427,1,9,0,3,0,0,0,0,0,0,2,1,6,2,6,1360,1,11,-1,-1
201301RG40427,2,9,0,18,0,0,0,0,0,0,1,1,6,2,7,1769,1,8,5,1
201301RG40428,1,11,0,18,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,-1
201301RG40429,1,9,0,9,0,8,0,0,0,0,1,1,6,2,5,1984,1,3,1,1
201301RG40429,2,9,0,18,0,8,0,0,0,0,1,1,6,1,10,-1,-1,-1,1,1
201301RG40430,1,9,0,3,0,0,0,0,0,0,3,1,6,1,5,1242,1,-1,5,1
201301RG40430,2,5,0,14,0,0,0,0,0,0,1,1,6,1,7,749,1,17,8,1
201301RG40431,1,9,0,7,0,8,0,0,0,0,4,1,6,1,7,1242,1,10,2,1
